lead_id,created_date,source,owner,status,qualified_date,disqualify_reason
LEAD01666,2025-08-23,Web Inquiry,E0085,Disqualified,2025-09-10,Went With Competitor
LEAD01667,2025-07-25,Trade Show,E0059,Disqualified,2025-08-06,No Longer Interested
LEAD01668,2024-09-22,Cold Outreach,E0032,Disqualified,2024-09-27,Wrong Fit
LEAD01669,2024-11-21,Web Inquiry,E0119,Qualified,2024-12-10,
LEAD01670,2024-04-08,Partner Channel,E0163,Disqualified,2024-04-16,No Longer Interested
LEAD01671,2025-12-20,Referral,E0018,Open,,
LEAD01672,2025-05-14,Trade Show,E0085,Disqualified,2025-05-27,Wrong Fit
LEAD01673,2025-06-21,Referral,E0085,Qualified,2025-07-06,
LEAD01674,2025-04-30,Trade Show,E0148,Disqualified,2025-05-20,Went With Competitor
LEAD01675,2025-01-13,Trade Show,E0163,Qualified,2025-01-16,
LEAD01676,2024-05-26,Referral,E0148,Disqualified,2024-05-30,No Budget
LEAD01677,2024-08-21,Trade Show,E0052,Disqualified,2024-09-07,No Budget
LEAD01678,2025-01-03,Cold Outreach,E0172,Disqualified,2025-01-22,Went With Competitor
LEAD01679,2024-07-23,Web Inquiry,E0163,Disqualified,2024-07-30,Went With Competitor
LEAD01680,2025-01-05,Partner Channel,E0161,Disqualified,2025-01-22,No Budget
LEAD01681,2025-02-28,Partner Channel,E0119,Disqualified,2025-03-04,No Budget
LEAD01682,2025-07-09,Trade Show,E0028,Disqualified,2025-07-12,Wrong Fit
LEAD01683,2024-10-19,Trade Show,E0161,Disqualified,2024-10-30,Wrong Fit
LEAD01684,2024-12-03,Cold Outreach,E0161,Qualified,2024-12-20,
LEAD01685,2025-11-14,Cold Outreach,E0119,Qualified,2025-11-24,
LEAD01686,2025-07-22,Cold Outreach,E0122,Disqualified,2025-08-08,No Budget
LEAD01687,2025-07-17,Trade Show,E0014,Qualified,2025-08-05,
LEAD01688,2024-12-10,Web Inquiry,E0009,Disqualified,2024-12-23,Wrong Fit
LEAD01689,2024-02-05,Web Inquiry,E0099,Qualified,2024-02-20,
LEAD01690,2025-07-15,Referral,E0028,Disqualified,2025-07-27,Wrong Fit
LEAD01691,2025-07-18,Trade Show,E0122,Qualified,2025-07-25,
LEAD01692,2024-01-11,Partner Channel,E0052,Qualified,2024-01-18,
LEAD01693,2024-10-18,Trade Show,E0014,Qualified,2024-10-23,
LEAD01694,2025-12-11,Web Inquiry,E0148,Open,,
LEAD01695,2025-08-28,Trade Show,E0119,Disqualified,2025-09-08,Went With Competitor
LEAD01696,2024-04-29,Cold Outreach,E0122,Disqualified,2024-05-19,No Budget
LEAD01697,2024-02-28,Trade Show,E0009,Qualified,2024-03-16,
LEAD01698,2024-03-31,Partner Channel,E0148,Qualified,2024-04-14,
LEAD01699,2025-11-26,Trade Show,E0059,Disqualified,2025-12-10,Went With Competitor
LEAD01700,2025-05-11,Cold Outreach,E0119,Qualified,2025-05-26,
LEAD01701,2024-08-18,Cold Outreach,E0172,Disqualified,2024-08-21,No Budget
LEAD01702,2024-12-27,Cold Outreach,E0122,Disqualified,2025-01-02,No Budget
LEAD01703,2025-06-09,Referral,E0163,Qualified,2025-06-21,
LEAD01704,2024-10-06,Referral,E0119,Disqualified,2024-10-12,Went With Competitor
LEAD01705,2024-01-09,Cold Outreach,E0014,Qualified,2024-01-25,
LEAD01706,2025-03-09,Trade Show,E0122,Qualified,2025-03-20,
LEAD01707,2025-06-11,Trade Show,E0148,Disqualified,2025-06-27,No Longer Interested
LEAD01708,2024-01-19,Partner Channel,E0163,Disqualified,2024-01-30,Wrong Fit
LEAD01709,2024-12-13,Cold Outreach,E0028,Qualified,2024-12-29,
LEAD01710,2024-10-31,Trade Show,E0122,Qualified,2024-11-05,
LEAD01711,2024-05-01,Web Inquiry,E0173,Qualified,2024-05-14,
LEAD01712,2025-12-26,Cold Outreach,E0173,Disqualified,2025-12-29,Went With Competitor
LEAD01713,2024-01-18,Referral,E0059,Qualified,2024-01-23,
LEAD01714,2025-06-05,Cold Outreach,E0014,Qualified,2025-06-20,
LEAD01715,2024-09-17,Referral,E0018,Disqualified,2024-10-02,No Longer Interested
LEAD01716,2024-11-23,Trade Show,E0126,Disqualified,2024-12-08,Unresponsive
LEAD01717,2025-01-16,Partner Channel,E0163,Qualified,2025-01-21,
LEAD01718,2025-01-05,Web Inquiry,E0059,Disqualified,2025-01-23,Unresponsive
LEAD01719,2025-05-09,Referral,E0172,Disqualified,2025-05-26,Went With Competitor
LEAD01720,2025-12-27,Partner Channel,E0173,Open,,
LEAD01721,2025-01-13,Referral,E0059,Disqualified,2025-01-22,No Budget
LEAD01722,2025-09-30,Web Inquiry,E0028,Disqualified,2025-10-15,Went With Competitor
LEAD01723,2024-12-07,Cold Outreach,E0052,Qualified,2024-12-17,
LEAD01724,2024-10-06,Trade Show,E0099,Qualified,2024-10-26,
LEAD01725,2025-04-28,Trade Show,E0100,Qualified,2025-05-14,
LEAD01726,2025-05-25,Trade Show,E0028,Disqualified,2025-06-07,Went With Competitor
LEAD01727,2024-07-06,Web Inquiry,E0085,Disqualified,2024-07-08,No Budget
LEAD01728,2025-04-09,Partner Channel,E0126,Qualified,2025-04-24,
LEAD01729,2024-06-21,Partner Channel,E0122,Qualified,2024-06-25,
LEAD01730,2024-04-07,Web Inquiry,E0099,Disqualified,2024-04-20,No Budget
LEAD01731,2024-05-05,Trade Show,E0085,Disqualified,2024-05-11,Wrong Fit
LEAD01732,2025-10-30,Trade Show,E0096,Disqualified,2025-11-10,Wrong Fit
LEAD01733,2025-03-03,Web Inquiry,E0096,Disqualified,2025-03-08,Wrong Fit
LEAD01734,2024-05-10,Trade Show,E0126,Disqualified,2024-05-28,Went With Competitor
LEAD01735,2024-12-23,Cold Outreach,E0148,Disqualified,2025-01-03,Wrong Fit
LEAD01736,2024-07-12,Partner Channel,E0032,Qualified,2024-07-26,
LEAD01737,2024-04-28,Partner Channel,E0096,Disqualified,2024-05-09,Wrong Fit
LEAD01738,2024-06-18,Trade Show,E0172,Qualified,2024-06-26,
LEAD01739,2024-04-06,Partner Channel,E0059,Qualified,2024-04-15,
LEAD01740,2025-06-13,Web Inquiry,E0172,Disqualified,2025-06-29,Unresponsive
LEAD01741,2024-10-28,Partner Channel,E0100,Disqualified,2024-11-01,Unresponsive
LEAD01742,2024-02-09,Referral,E0148,Disqualified,2024-02-20,Unresponsive
LEAD01743,2024-05-02,Cold Outreach,E0099,Disqualified,2024-05-21,Wrong Fit
LEAD01744,2024-02-05,Cold Outreach,E0122,Disqualified,2024-02-19,No Budget
LEAD01745,2025-01-14,Trade Show,E0009,Disqualified,2025-01-21,Went With Competitor
LEAD01746,2024-08-03,Partner Channel,E0018,Qualified,2024-08-17,
LEAD01747,2025-10-09,Trade Show,E0052,Qualified,2025-10-25,
LEAD01748,2025-02-20,Partner Channel,E0052,Qualified,2025-02-27,
LEAD01749,2024-11-19,Trade Show,E0099,Disqualified,2024-12-05,No Longer Interested
LEAD01750,2024-10-13,Partner Channel,E0028,Disqualified,2024-10-29,Went With Competitor
LEAD01751,2025-04-02,Referral,E0028,Qualified,2025-04-19,
LEAD01752,2024-01-21,Cold Outreach,E0173,Disqualified,2024-01-23,Wrong Fit
LEAD01753,2025-11-21,Referral,E0014,Disqualified,2025-12-08,Unresponsive
LEAD01754,2024-03-17,Partner Channel,E0059,Qualified,2024-04-05,
LEAD01755,2025-07-28,Referral,E0126,Disqualified,2025-08-14,No Budget
LEAD01756,2024-03-30,Referral,E0122,Qualified,2024-04-03,
LEAD01757,2024-12-13,Cold Outreach,E0009,Disqualified,2024-12-18,Unresponsive
LEAD01758,2024-02-07,Partner Channel,E0059,Qualified,2024-02-13,
LEAD01759,2025-09-27,Partner Channel,E0059,Disqualified,2025-10-03,Wrong Fit
LEAD01760,2024-08-03,Web Inquiry,E0096,Disqualified,2024-08-18,Unresponsive
LEAD01761,2025-11-08,Cold Outreach,E0173,Disqualified,2025-11-25,No Longer Interested
LEAD01762,2024-01-27,Partner Channel,E0059,Disqualified,2024-02-01,No Budget
LEAD01763,2025-05-25,Trade Show,E0089,Qualified,2025-05-28,
LEAD01764,2024-02-27,Cold Outreach,E0096,Disqualified,2024-03-02,No Longer Interested
LEAD01765,2025-11-12,Web Inquiry,E0085,Disqualified,2025-11-14,No Budget
LEAD01766,2024-10-30,Web Inquiry,E0032,Disqualified,2024-11-08,Wrong Fit
LEAD01767,2025-03-10,Referral,E0089,Qualified,2025-03-25,
LEAD01768,2025-02-20,Referral,E0085,Qualified,2025-03-01,
LEAD01769,2025-12-28,Partner Channel,E0119,Open,,
LEAD01770,2025-12-02,Trade Show,E0059,Disqualified,2025-12-10,Unresponsive
LEAD01771,2025-04-28,Referral,E0009,Disqualified,2025-05-08,No Budget
LEAD01772,2025-03-12,Trade Show,E0122,Qualified,2025-03-27,
LEAD01773,2024-03-31,Partner Channel,E0085,Disqualified,2024-04-13,No Budget
LEAD01774,2025-05-20,Referral,E0148,Qualified,2025-05-27,
LEAD01775,2024-06-13,Cold Outreach,E0148,Disqualified,2024-06-17,Unresponsive
LEAD01776,2025-08-04,Partner Channel,E0059,Disqualified,2025-08-11,Wrong Fit
LEAD01777,2025-09-30,Cold Outreach,E0173,Qualified,2025-10-06,
LEAD01778,2024-04-05,Cold Outreach,E0161,Disqualified,2024-04-22,Wrong Fit
LEAD01779,2025-03-05,Partner Channel,E0148,Qualified,2025-03-24,
LEAD01780,2024-11-14,Referral,E0096,Disqualified,2024-11-21,Went With Competitor
LEAD01781,2025-11-17,Cold Outreach,E0173,Disqualified,2025-11-23,Unresponsive
LEAD01782,2024-08-23,Referral,E0089,Disqualified,2024-08-26,No Longer Interested
LEAD01783,2025-06-19,Partner Channel,E0057,Qualified,2025-07-01,
LEAD01784,2024-07-06,Trade Show,E0126,Disqualified,2024-07-16,Went With Competitor
LEAD01785,2025-06-10,Cold Outreach,E0052,Disqualified,2025-06-29,Unresponsive
LEAD01786,2024-03-10,Referral,E0099,Disqualified,2024-03-25,Unresponsive
LEAD01787,2024-12-28,Partner Channel,E0096,Disqualified,2025-01-16,No Longer Interested
LEAD01788,2025-03-23,Partner Channel,E0052,Qualified,2025-03-27,
LEAD01789,2025-12-30,Cold Outreach,E0126,Open,,
LEAD01790,2024-11-25,Referral,E0148,Disqualified,2024-12-01,No Longer Interested
LEAD01791,2024-06-05,Trade Show,E0089,Disqualified,2024-06-10,No Longer Interested
LEAD01792,2024-10-05,Partner Channel,E0173,Qualified,2024-10-11,
LEAD01793,2024-03-03,Web Inquiry,E0126,Qualified,2024-03-09,
LEAD01794,2025-11-26,Referral,E0018,Qualified,2025-12-05,
LEAD01795,2024-04-10,Referral,E0089,Qualified,2024-04-28,
LEAD01796,2025-01-04,Referral,E0173,Qualified,2025-01-23,
LEAD01797,2024-03-11,Partner Channel,E0059,Disqualified,2024-03-24,No Longer Interested
LEAD01798,2024-12-01,Referral,E0085,Disqualified,2024-12-09,Went With Competitor
LEAD01799,2025-07-05,Trade Show,E0161,Qualified,2025-07-22,
LEAD01800,2025-10-25,Cold Outreach,E0161,Disqualified,2025-10-29,Wrong Fit
